"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Luis Leal","TOR","3","6","0","15","14","67.1","4.41","3.21","1.74",".300","69.4%","","","","5.75","","5.42","","-0.2","28","3","6","5.75","15","14","0","0","0","","67.1","303","82","46","43","13","24","3","3","3","1","33","","","","","","","","","","","","4.41","3.21","1.38","10.96","1.74",".297","1.57",".300","69.4%","5.42","","","","","","","","","-1.1","66.1","-0.8","1.0","-1.9","-0.2","","","","-1.41","-6.27","4.86","-16.63","-1.69","0.97","0.91","0.97","1.02","14","-1.25","-0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","136","132","","10.9%","7.9%","","","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.3","0.2","-0.1","28 - 28","3.0%","","","","","","","4.18","23.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","96","87","122","179","116","115","108","98","80","92","","","","","","","","","","","","","","","","","","0","","","","1007431"
"Jerry Don Gleaton","CHW","1","0","1","31","0","29.2","6.67","3.94","0.91",".351","67.7%","","","","5.76","","3.83","","0.2","27","1","0","5.76","31","0","0","0","1","","29.2","135","37","19","19","3","13","3","0","3","0","22","","","","","","","","","","","","6.67","3.94","1.69","11.22","0.91",".303","1.69",".351","67.7%","3.83","","","","","","","","","","","1.9","29.2","1.9","0.2","","","","0.54","-1.70","2.23","-2.32","-0.23","0.91","1.22","1.40","1.56","22","-0.04","0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4","134","93","","16.3%","9.6%","","","1.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.6","0.0","-0.5","27 - 27","6.7%","","","","","","","3.74","28.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","118","107","125","94","118","123","126","95","120","112","","","","","","","","","","","","","","","","","","0","","","","1004772"
"Ed Wojna","SDP","2","4","0","15","7","42.0","3.86","4.07","1.29",".309","60.1%","","","","5.79","","5.26","","-0.3","24","2","4","5.79","15","7","0","0","0","","42.0","198","53","35","27","6","19","0","3","1","2","18","","","","","","","","","","","","3.86","4.07","0.95","11.36","1.29",".301","1.71",".309","60.1%","5.26","","","","","","","","","-1.3","32.0","-1.6","10.0","-2.8","-0.3","","","","-1.66","-4.53","2.88","-19.21","-2.12","0.96","0.85","0.77","1.01","14","-1.68","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","163","142","","9.1%","9.6%","","","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2","-0.4","-0.5","-0.9","24 - 24","-0.5%","","","","","","","4.60","21.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","124","57","133","175","122","130","112","83","63","111","","","","","","","","","","","","","","","","","","0","","","","1014183"
"Ray Searage","MIL","1","4","1","33","0","38.0","8.53","5.68","0.47",".409","67.8%","","","","5.92","","3.37","","0.4","30","1","4","5.92","33","0","0","0","1","","38.0","189","54","27","25","2","24","4","0","0","0","36","","","","","","","","","","","","8.53","5.68","1.50","12.79","0.47",".327","2.05",".409","67.8%","3.37","","","","","","","","","","","4.2","38.0","4.2","0.4","","","","-1.14","-4.33","3.18","-8.57","-0.82","1.09","1.36","1.39","1.84","15","-0.38","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","9","145","85","","19.0%","12.7%","","","2.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","-1.3","0.1","-1.3","30 - 30","6.3%","","","","","","","3.78","32.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162","171","95","142","49","127","150","147","96","140","147","","","","","","","","","","","","","","","","","","0","","","","1011703"
"Salome Barojas","SEA","0","5","0","17","4","52.2","4.61","5.64","1.03",".321","64.7%","","","","5.98","","5.02","","-0.1","28","0","5","5.98","17","4","0","0","0","","52.2","250","65","40","35","6","33","5","0","6","0","27","","","","","","","","","","","","4.61","5.64","0.82","11.11","1.03",".300","1.86",".321","64.7%","5.02","","","","","","","","","0.6","18.0","-1.6","34.2","-1.0","-0.1","","","","-0.95","-3.62","2.67","-9.03","-0.92","0.71","0.61","0.76","1.05","14","-0.89","-0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6","142","117","","10.8%","13.2%","","","0.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.8","-0.6","-0.1","-0.7","28 - 28","-2.4%","","","","","","","4.83","26.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","169","52","123","106","117","136","115","91","79","153","","","","","","","","","","","","","","","","","","0","","","","1000584"
"Dave Tobik","SEA","1","0","1","8","0","9.0","8.00","3.00","2.00",".296","49.0%","","","","6.00","","4.80","","0.0","32","1","0","6.00","8","0","0","0","1","","9.0","40","10","8","6","2","3","0","0","1","0","8","","","","","","","","","","","","8.00","3.00","2.67","10.00","2.00",".270","1.44",".296","49.0%","4.80","","","","","","","","","","","-0.3","9.0","-0.3","0.0","","","","0.15","-0.63","0.78","-6.03","-0.59","1.03","1.44","1.45","0.99","4","-0.12","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","143","112","","20.0%","7.5%","","","1.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","0.0","-0.3","-0.3","32 - 32","12.5%","","","","","","","3.04","32.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152","90","169","111","206","105","105","106","69","147","87","","","","","","","","","","","","","","","","","","0","","","","1013086"
"Rob Murphy","CIN","0","0","0","2","0","3.0","3.00","6.00","3.00",".125","76.9%","","","","6.00","","8.35","","-0.1","25","0","0","6.00","2","0","0","0","0","","3.0","12","2","2","2","1","2","0","0","0","0","1","","","","","","","","","","","","3.00","6.00","0.50","6.00","3.00",".200","1.33",".125","76.9%","8.35","","","","","","","","","","","-0.8","3.0","-0.8","-0.1","","","","0.02","-0.01","0.03","-0.74","-0.06","0.12","0.16","0.16","","0","-0.19","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","160","225","","8.3%","16.7%","","","-2.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.1","0.0","0.1","25 - 25","-8.3%","","","","","","","5.54","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","183","30","70","409","81","101","45","107","58","193","","","","","","","","","","","","","","","","","","0","","","","1009374"
"Doug Bair","- - -","2","0","0","23","3","51.0","5.29","4.76","0.53",".304","57.1%","","","","6.00","","3.92","","0.4","35","2","0","6.00","23","3","0","0","0","","51.0","232","55","38","34","3","27","5","1","6","1","30","","","","","","","","","","","","5.29","4.76","1.11","9.71","0.53",".270","1.61",".304","57.1%","3.92","","","","","","","","","2.9","11.1","0.6","39.2","3.5","0.4","","","","-0.76","-2.88","2.12","-15.06","-1.51","0.63","0.75","1.13","0.69","18","-0.56","-0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","149","96","","12.9%","11.6%","","","2.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.1","-0.4","-1.1","-1.4","35 - 35","1.3%","","","","","","","4.38","25.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","143","70","108","55","105","118","109","80","95","135","","","","","","","","","","","","","","","","","","0","","","","1000439"
"Frank Wills","SEA","5","11","1","24","18","123.0","4.90","4.98","1.32",".270","64.4%","","","","6.00","","5.23","","0.1","26","5","11","6.00","24","18","1","0","1","","123.0","541","122","85","82","18","68","3","3","9","1","67","","","","","","","","","","","","4.90","4.98","0.99","8.93","1.32",".260","1.54",".270","64.4%","5.23","","","","","","","","","1.2","103.1","-0.2","19.2","1.0","0.1","","","","-0.97","-9.93","8.95","-16.45","-1.67","0.97","0.88","0.94","0.95","21","-1.56","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","143","122","","12.4%","12.6%","","","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.8","0.3","-1.2","-0.9","26 - 26","-0.2%","","","","","","","4.56","28.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","149","62","99","136","101","113","97","91","91","146","","","","","","","","","","","","","","","","","","0","","","","1014051"
"Don Schulze","CLE","4","10","0","19","18","94.1","3.53","1.81","0.95",".329","55.5%","","","","6.01","","4.01","","1.3","22","4","10","6.01","19","18","1","0","0","","94.1","429","128","75","63","10","19","2","4","3","0","37","","","","","","","","","","","","3.53","1.81","1.95","12.21","0.95",".315","1.56",".329","55.5%","4.01","","","","","","","","","12.2","92.2","0.3","1.2","12.5","1.3","","","","-2.40","-9.76","7.36","-21.48","-2.13","1.08","0.95","0.89","1.15","18","-1.60","-0.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","142","97","","8.6%","4.4%","","","2.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.3","-1.3","-1.3","-2.5","22 - 22","4.2%","","","","","","","4.03","15.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","54","123","136","98","123","114","118","78","63","51","","","","","","","","","","","","","","","","","","0","","","","1011629"
"Ron Mathis","HOU","3","5","1","23","8","70.0","4.37","3.47","0.90",".304","56.3%","","","","6.04","","4.21","","-0.1","26","3","5","6.04","23","8","0","0","1","","70.0","319","83","54","47","7","27","1","1","1","0","34","","","","","","","","","","","","4.37","3.47","1.26","10.67","0.90",".285","1.57",".304","56.3%","4.21","","","","","","","","","3.4","46.2","-4.3","23.1","-0.9","-0.1","","","","-1.34","-5.36","4.02","-17.36","-1.98","0.78","0.76","0.95","1.15","18","-1.98","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6","177","123","","10.7%","8.5%","","","1.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.0","-0.6","-1.3","-1.9","26 - 26","2.2%","","","","","","","4.27","21.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","106","75","125","123","116","120","110","78","74","98","","","","","","","","","","","","","","","","","","0","","","","1008244"
"Rick Lysander","MIN","0","2","3","35","1","61.0","3.84","3.25","0.44",".327","56.8%","","","","6.05","","3.55","","0.6","32","0","2","6.05","35","1","0","0","3","","61.0","262","72","43","41","3","22","2","0","9","0","26","","","","","","","","","","","","3.84","3.25","1.18","10.62","0.44",".300","1.54",".327","56.8%","3.55","","","","","","","","","-0.8","2.1","6.1","58.2","5.3","0.6","","","","-1.13","-4.14","3.01","-8.70","-0.94","0.74","0.84","1.06","0.93","26","-0.37","-1.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","8","141","87","","9.9%","8.4%","","","2.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","-0.8","-0.6","-1.4","32 - 32","1.5%","","","","","","","4.36","19.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","98","75","118","46","117","113","117","80","73","97","","","","","","","","","","","","","","","","","","0","","","","1007890"
"Warren Brusstar","CHC","4","3","4","51","0","74.1","4.12","4.36","0.97",".298","61.8%","","","","6.05","","4.74","","-0.5","33","4","3","6.05","51","0","0","0","4","","74.1","346","87","55","50","8","36","11","3","3","0","34","","","","","","","","","","","","4.12","4.36","0.94","10.53","0.97",".283","1.65",".298","61.8%","4.74","","","","","","","","","","","-4.8","74.1","-4.8","-0.5","","","","-0.49","-4.72","4.23","-18.09","-1.91","0.75","0.87","1.00","0.99","31","-1.14","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","14","158","122","","9.8%","10.4%","","","1.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.8","-0.4","-0.9","-1.3","33 - 33","-0.6%","","","","","","","4.61","22.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","133","56","123","132","115","126","108","86","68","121","","","","","","","","","","","","","","","","","","0","","","","1001599"
"Pascual Perez","ATL","1","13","0","22","22","95.1","5.38","5.38","0.94",".320","63.5%","","","","6.14","","4.68","","0.2","28","1","13","6.14","22","22","0","0","0","","95.1","453","115","72","65","10","57","10","1","2","2","57","","","","","","","","","","","","5.38","5.38","1.00","10.86","0.94",".291","1.80",".320","63.5%","4.68","","","","","","","","","2.2","95.1","","","2.2","0.2","","","","-1.83","-9.63","7.80","-19.14","-2.01","1.14","0.96","0.88","1.47","22","-1.75","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","160","123","","12.6%","12.6%","","","1.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.4","-1.1","-0.5","-1.6","28 - 28","0.0%","","","","","","","4.54","27.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","164","60","127","129","118","137","116","88","87","146","","","","","","","","","","","","","","","","","","0","","","","1010185"
"Curt Wardle","- - -","8","9","1","50","12","115.0","6.57","4.85","1.57",".301","66.3%","","","","6.18","","5.15","","-0.5","24","8","9","6.18","50","12","0","0","1","","115.0","523","127","83","79","20","62","0","2","3","1","84","","","","","","","","","","","","6.57","4.85","1.35","9.94","1.57",".277","1.64",".301","66.3%","5.15","","","","","","","","","-0.7","64.1","-4.2","50.2","-4.9","-0.5","","","","-2.32","-10.96","8.64","-27.81","-2.79","0.98","1.06","1.37","1.24","37","-2.47","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","10","145","125","","16.1%","11.9%","","","1.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.4","-0.6","-0.3","-0.9","24 - 24","4.2%","","","","","","","4.03","31.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","146","86","110","161","108","120","108","93","118","137","","","","","","","","","","","","","","","","","","0","","","","1013620"
"Bob Fallon","CHW","0","0","0","10","0","16.0","9.56","5.06","2.81",".417","85.2%","","","","6.19","","6.31","","-0.4","25","0","0","6.19","10","0","0","0","0","","16.0","79","25","11","11","5","9","2","0","1","0","17","","","","","","","","","","","","9.56","5.06","1.89","14.06","2.81",".357","2.13",".417","85.2%","6.31","","","","","","","","","","","-4.1","16.0","-4.1","-0.4","","","","-0.28","-0.55","0.27","-6.64","-0.69","0.27","0.68","1.33","1.16","6","-0.61","-0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","144","153","","21.5%","11.4%","","","-0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.5","0.7","0.2","25 - 25","10.1%","","","","","","","3.32","39.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182","152","120","156","290","139","155","150","120","158","132","","","","","","","","","","","","","","","","","","0","","","","1003915"
"Rocky Childress","PHI","0","1","0","16","1","33.1","3.78","2.43","0.81",".336","62.2%","","","","6.21","","3.82","","0.1","23","0","1","6.21","16","1","0","0","0","","33.1","151","45","23","23","3","9","3","0","1","0","14","","","","","","","","","","","","3.78","2.43","1.56","12.15","0.81",".317","1.62",".336","62.2%","3.82","","","","","","","","","1.4","6.0","-0.8","27.1","0.5","0.1","","","","-0.16","-1.76","1.60","-2.86","-0.31","0.61","0.57","0.60","0.49","13","-0.41","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","168","105","","9.3%","6.0%","","","2.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","-0.6","0.0","-0.6","23 - 23","3.3%","","","","","","","4.14","17.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","74","93","142","110","128","123","122","86","64","69","","","","","","","","","","","","","","","","","","0","","","","1002189"
"Rich Thompson","CLE","3","8","5","57","0","80.0","3.38","5.40","0.90",".303","62.4%","","","","6.30","","5.26","","-1.0","26","3","8","6.30","57","0","0","0","5","","80.0","379","95","63","56","8","48","6","6","6","2","30","","","","","","","","","","","","3.38","5.40","0.63","10.69","0.90",".292","1.79",".303","62.4%","5.26","","","","","","","","","","","-9.9","80.0","-9.9","-1.0","","","","-1.94","-8.40","6.46","-25.86","-2.56","1.09","1.21","1.53","1.41","33","-1.55","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","17","149","126","","7.9%","12.7%","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.4","-0.6","-0.8","-1.4","26 - 26","-4.7%","","","","","","","5.11","22.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","162","40","119","93","114","130","109","88","58","147","","","","","","","","","","","","","","","","","","0","","","","1013022"
"Bryan Clark","CLE","3","4","2","31","3","62.2","3.45","4.88","1.15",".313","64.5%","","","","6.32","","5.21","","-0.4","28","3","4","6.32","31","3","0","0","2","","62.2","290","78","47","44","8","34","2","0","5","0","24","","","","","","","","","","","","3.45","4.88","0.71","11.20","1.15",".305","1.79",".313","64.5%","5.21","","","","","","","","","-4.3","11.2","-0.1","51.0","-4.4","-0.4","","","","-1.92","-6.17","4.25","-16.57","-1.63","0.97","1.26","1.97","1.74","21","-1.08","-0.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","10","149","125","","8.3%","11.7%","","","1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.5","-0.6","-0.5","-1.1","28 - 28","-3.4%","","","","","","","4.95","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","147","45","124","118","119","130","112","91","61","136","","","","","","","","","","","","","","","","","","0","","","","1002270"
"Dave Geisel","SEA","0","0","0","12","0","27.0","5.67","5.00","1.00",".344","63.3%","","","","6.33","","4.54","","0.0","30","0","0","6.33","12","0","0","0","0","","27.0","128","35","21","19","3","15","3","0","0","1","17","","","","","","","","","","","","5.67","5.00","1.13","11.67","1.00",".310","1.85",".344","63.3%","4.54","","","","","","","","","","","-0.2","27.0","-0.2","0.0","","","","-0.64","-1.51","0.87","-8.32","-0.85","0.48","0.54","0.71","0.67","11","-0.57","-0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","151","106","","13.3%","11.7%","","","1.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","-0.5","0.0","-0.5","30 - 30","1.6%","","","","","","","4.35","27.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","150","72","130","103","121","135","123","89","97","136","","","","","","","","","","","","","","","","","","0","","","","1004603"
